health_score,failure_probability,rul_days,repair_cost,failure_cost,potential_savings,priority
37,98,8,18231,40071,21840,Immediate
4,90,109,14225,99531,85306,Immediate
59,25,11,13401,29954,16553,High
75,72,105,4129,59193,55064,High
49,9,113,16901,41272,24371,High
73,55,118,7797,63606,55809,Medium
36,40,102,19943,56774,36831,High
60,74,117,11050,81308,70258,High
47,63,117,8587,105919,97332,High
40,4,100,11396,28743,17347,High
16,89,116,20597,87096,66499,Immediate
19,96,94,11198,52239,41041,Immediate
11,42,40,17905,95578,77673,Immediate
74,60,85,18620,108979,90359,Medium
25,84,73,7496,57162,49666,Immediate
65,50,119,10214,33524,23310,Medium
91,26,40,24898,36600,11702,Low
17,90,47,17537,105332,87795,Immediate
20,27,1,3013,64968,61955,Immediate
72,44,61,11090,23259,12169,Medium
55,51,68,11017,64695,53678,Medium
48,52,39,6464,93611,87147,High
91,12,18,24063,81637,57574,High
4,6,15,11898,46767,34869,Immediate
25,37,59,21995,98191,76196,Immediate
16,61,59,6063,71616,65553,Immediate
63,24,41,13770,79231,65461,Medium
24,38,4,9146,107627,98481,Immediate
9,26,112,21777,89851,68074,Immediate
0,43,84,9345,73056,63711,Immediate
10,67,99,21764,90461,68697,Immediate
63,10,96,17048,77860,60812,Medium
19,99,30,20913,94922,74009,Immediate
53,57,79,9910,79942,70032,Medium
57,20,15,5754,89391,83637,High
18,3,76,8208,98672,90464,Immediate
57,69,12,16182,97940,81758,High
16,0,14,15289,60350,45061,Immediate
89,45,50,3571,42678,39107,Medium
96,47,39,11574,60171,48597,Medium
59,29,86,24914,89268,64354,Medium
73,54,70,22881,54761,31880,Medium
66,66,52,20157,74173,54016,High
9,37,77,18973,94008,75035,Immediate
45,48,118,22709,99648,76939,High
71,62,69,10420,109479,99059,High
42,93,60,3973,45586,41613,Immediate
73,10,35,17078,59277,42199,Medium
20,36,28,6443,87663,81220,Immediate
27,41,91,21407,38147,16740,Immediate
72,92,61,16518,39222,22704,Immediate
54,36,47,6337,33708,27371,Medium
97,4,82,15406,111171,95765,Low
41,46,87,13216,46524,33308,High
24,6,66,21873,58306,36433,Immediate
35,1,113,4737,33182,28445,High
26,14,85,9283,45253,35970,Immediate
42,96,57,22943,87556,64613,Immediate
47,60,82,6883,102054,95171,High
61,1,93,22398,72031,49633,Medium
72,71,33,11324,28731,17407,High
77,57,77,7220,79694,72474,Medium
83,22,45,15494,102515,87021,Low
55,58,80,18980,116454,97474,Medium
60,22,36,15359,38214,22855,Medium
38,92,76,12201,58251,46050,Immediate
99,96,69,3765,67499,63734,Immediate
27,89,107,14924,62758,47834,Immediate
15,61,97,14883,34178,19295,Immediate
4,45,64,10464,77393,66929,Immediate
43,88,106,9286,45576,36290,Immediate
53,67,89,10656,88537,77881,High
45,24,67,21082,41945,20863,High
72,77,22,8256,67686,59430,High
60,36,45,5318,29780,24462,Medium
13,51,84,6226,93682,87456,Immediate
89,40,4,6970,92764,85794,Immediate
40,39,58,21854,86900,65046,High
35,82,76,12875,67008,54133,High
75,28,94,23435,62172,38737,Low
46,93,23,22333,42334,20001,Immediate
52,21,101,3234,72723,69489,Medium
8,30,106,11159,53489,42330,Immediate
16,50,100,24185,109728,85543,Immediate
14,27,3,7764,97889,90125,Immediate
51,53,58,8420,100457,92037,Medium
76,49,22,12779,34223,21444,Medium
30,70,119,14759,97382,82623,High
89,30,102,22685,74032,51347,Low
34,96,67,17015,46681,29666,Immediate
8,45,83,17519,80822,63303,Immediate
82,25,60,16439,59923,43484,Low
85,71,88,14183,104799,90616,High
62,57,3,9278,76545,67267,Immediate
61,1,33,13379,82206,68827,Medium
52,73,41,12562,81883,69321,High
67,22,85,7957,36628,28671,Medium
84,86,21,11696,100044,88348,Immediate
21,6,24,11892,49672,37780,Immediate
49,61,55,15313,38408,23095,High
10,93,4,18105,100975,82870,Immediate
80,22,45,12033,87853,75820,Low
15,66,100,21819,72110,50291,Immediate
15,40,6,23835,53185,29350,Immediate
75,41,95,19651,109390,89739,Medium
95,88,64,21873,42653,20780,Immediate
18,85,88,21403,74386,52983,Immediate
53,79,66,18047,103835,85788,High
93,64,12,3838,71933,68095,High
13,41,99,7827,106734,98907,Immediate
47,23,65,5075,65539,60464,High
23,69,85,18084,73385,55301,Immediate
3,32,119,17601,102132,84531,Immediate
76,99,112,14934,31455,16521,Immediate
83,7,27,7771,53235,45464,Medium
42,23,37,3808,17101,13293,High
25,3,116,7224,24795,17571,Immediate
91,44,88,17171,102424,85253,Medium
51,93,64,12236,65349,53113,Immediate
79,71,76,4375,101696,97321,High
99,80,27,22700,78703,56003,High
62,85,118,9572,46125,36553,High
37,34,46,20022,105672,85650,High
5,12,46,19473,76944,57471,Immediate
32,78,62,3550,18774,15224,High
77,82,92,6479,91152,84673,High
32,75,74,9790,88827,79037,High
61,0,79,17197,64125,46928,Medium
44,83,55,24569,98891,74322,High
99,79,54,16532,28815,12283,High
99,62,54,16414,66019,49605,High
66,36,108,11715,84621,72906,Medium
19,86,86,14590,43235,28645,Immediate
43,65,78,14318,68109,53791,High
87,70,68,13619,83943,70324,High
45,40,5,4284,42378,38094,Immediate
2,7,26,11521,37886,26365,Immediate
99,52,76,13707,55066,41359,Medium
28,13,112,6833,68400,61567,Immediate
26,67,29,15802,83626,67824,Immediate
29,99,9,15032,105694,90662,Immediate
66,31,88,15805,30205,14400,Medium
14,57,53,23509,99809,76300,Immediate
39,58,63,19175,89817,70642,High
91,67,7,24422,106757,82335,High
21,62,46,12974,52330,39356,Immediate
40,24,50,20730,90301,69571,High
85,30,37,5453,15991,10538,Medium
1,21,53,20775,114867,94092,Immediate
55,83,88,24918,109145,84227,High
42,71,53,6713,85953,79240,High
58,3,99,6745,92459,85714,Medium
83,72,6,18620,51464,32844,Immediate
55,34,119,9110,53695,44585,Medium
85,95,64,14214,92627,78413,Immediate
79,46,70,19621,37230,17609,Medium
9,15,12,11134,26740,15606,Immediate
90,87,50,14918,73499,58581,Immediate
61,82,72,23211,98473,75262,High
61,99,50,19076,66505,47429,Immediate
53,96,96,13087,28769,15682,Immediate
73,32,1,8204,77664,69460,Immediate
0,54,85,10084,63932,53848,Immediate
79,91,40,5669,93233,87564,Immediate
60,35,103,15539,27738,12199,Medium
79,13,112,8882,103715,94833,Low
87,74,109,20527,44554,24027,High
20,72,39,7495,95472,87977,Immediate
53,12,61,24330,74548,50218,Medium
1,9,60,13072,97454,84382,Immediate
46,23,16,13427,75827,62400,High
3,65,49,13654,85671,72017,Immediate
53,1,61,16307,111870,95563,Medium
42,92,98,5983,53326,47343,Immediate
84,29,63,7109,64240,57131,Low
13,55,108,19973,31755,11782,Immediate
88,11,56,7412,77099,69687,Low
19,41,7,13616,61064,47448,Immediate
67,30,87,15101,100923,85822,Medium
50,57,22,20697,41767,21070,Medium
59,18,24,10934,67673,56739,Medium
97,26,58,17428,30161,12733,Low
99,53,107,6238,91738,85500,Medium
6,53,43,3787,38405,34618,Immediate
84,72,27,7643,71116,63473,High
65,8,83,4358,91079,86721,Medium
15,65,26,23252,70596,47344,Immediate
97,45,91,20734,72638,51904,Medium
14,16,9,22009,60483,38474,Immediate
31,83,43,12042,41351,29309,High
90,99,59,17287,49677,32390,Immediate
25,93,2,14169,76049,61880,Immediate
85,30,63,16494,66290,49796,Low
60,84,36,14286,30327,16041,High
17,78,34,3923,102185,98262,Immediate
62,61,42,12239,32129,19890,High
76,54,49,11122,37588,26466,Medium
92,21,105,10375,28212,17837,Low
68,59,105,18188,72965,54777,Medium
10,23,92,11695,21925,10230,Immediate
50,18,50,21640,51994,30354,Medium
2,91,31,13601,40745,27144,Immediate
46,7,17,13594,107661,94067,High
90,44,97,3881,89859,85978,Medium
20,69,112,13620,36662,23042,Immediate
57,54,28,9480,108905,99425,Medium
74,45,44,10768,98813,88045,Medium
24,70,49,7068,78625,71557,Immediate
45,90,90,18948,52587,33639,Immediate
11,77,57,5462,19640,14178,Immediate
64,92,109,9149,102821,93672,Immediate
90,21,17,14194,95646,81452,High
66,16,2,6359,70524,64165,Immediate
96,57,53,15501,62283,46782,Medium
3,37,117,3652,14634,10982,Immediate
63,76,84,9753,62926,53173,High
28,60,32,9026,39779,30753,Immediate
44,20,12,23211,60449,37238,High
19,6,91,16766,93455,76689,Immediate
42,96,21,8404,56464,48060,Immediate
75,76,103,14243,77091,62848,High
58,2,39,19690,36353,16663,Medium
45,65,6,19239,69343,50104,Immediate
78,53,76,8167,61910,53743,Medium
69,26,47,11652,74513,62861,Medium
75,24,65,10263,24027,13764,Low
72,49,1,22945,68823,45878,Immediate
73,43,107,7968,32170,24202,Medium
67,71,80,3576,79352,75776,High
78,87,15,8809,45426,36617,Immediate
5,65,69,19754,84960,65206,Immediate
97,95,29,11156,47227,36071,Immediate
45,30,24,22830,75195,52365,High
14,75,20,22075,59399,37324,Immediate
9,40,53,15886,88292,72406,Immediate
75,47,15,23614,50325,26711,High
70,42,4,3123,13876,10753,Immediate
50,70,59,18468,47697,29229,High
17,29,7,16875,89617,72742,Immediate
36,70,102,19353,52644,33291,High
52,44,49,8168,64358,56190,Medium
81,46,107,22096,79755,57659,Medium
70,23,71,7239,75201,67962,Low
97,24,66,14569,29501,14932,Low
77,94,40,19773,100492,80719,Immediate
27,8,6,8008,26367,18359,Immediate
98,75,45,16137,61071,44934,High
42,97,46,14198,79622,65424,Immediate
58,62,79,5645,61709,56064,High
64,19,56,4205,86444,82239,Medium
99,53,102,5136,38831,33695,Medium
19,46,97,6018,94514,88496,Immediate
39,4,45,18870,86068,67198,High
40,7,115,21640,45194,23554,High
81,49,91,16854,54557,37703,Medium
4,80,54,10654,102669,92015,Immediate
92,79,1,9140,70031,60891,Immediate
82,72,112,24308,56449,32141,High
6,29,15,20214,113739,93525,Immediate
37,46,60,15002,32939,17937,High
68,7,51,9516,101657,92141,Medium
18,93,119,7117,29618,22501,Immediate
71,36,12,11600,87932,76332,High
12,25,22,20244,103955,83711,Immediate
91,72,119,18625,111043,92418,High
41,89,117,11890,30006,18116,Immediate
39,74,62,8364,83990,75626,High
54,87,69,12457,76091,63634,Immediate
6,87,86,14408,48410,34002,Immediate
74,69,107,14427,100859,86432,High
85,0,108,19847,77412,57565,Low
48,50,71,19857,110096,90239,High
30,23,83,21724,84396,62672,High
88,62,56,18772,117424,98652,High
3,11,56,14311,95760,81449,Immediate
37,79,108,12624,35929,23305,High
55,73,101,18643,112187,93544,High
50,11,8,3739,33297,29558,High
57,87,23,8386,50658,42272,Immediate
91,55,53,9594,32779,23185,Medium
28,56,34,19973,99726,79753,Immediate
96,81,93,13750,89287,75537,High
74,30,117,15748,58349,42601,Low
55,97,54,19308,61677,42369,Immediate
73,75,113,18317,84426,66109,High
53,30,83,7204,58443,51239,Medium
24,34,57,14079,26963,12884,Immediate
85,27,76,7640,36380,28740,Low
15,25,12,22798,74766,51968,Immediate
89,76,87,21462,66944,45482,High
35,58,111,23073,39687,16614,High
2,93,32,4806,28091,23285,Immediate
74,65,90,10358,100481,90123,High
97,0,75,24593,70915,46322,Low
4,72,28,24202,104304,80102,Immediate
43,15,71,24709,78429,53720,High
22,42,68,14946,110234,95288,Immediate
69,30,17,23616,98950,75334,High
5,69,64,9275,65717,56442,Immediate
66,87,56,12233,91256,79023,Immediate
84,47,29,14416,47275,32859,Medium
62,8,71,13003,109998,96995,Medium
9,10,39,3146,66126,62980,Immediate
42,60,70,8447,82767,74320,High
22,100,60,3318,91015,87697,Immediate
35,56,66,11526,58687,47161,High
20,93,88,3961,83246,79285,Immediate
85,92,78,21372,74765,53393,Immediate
45,33,62,21344,76498,55154,High
14,54,3,12547,93112,80565,Immediate
50,16,102,16104,41959,25855,Medium
20,87,24,12938,57464,44526,Immediate
39,19,79,19743,86481,66738,High
47,98,33,14111,91366,77255,Immediate
40,53,44,12425,100073,87648,High
71,83,11,24469,78731,54262,High
13,41,79,3979,47019,43040,Immediate
89,77,25,24017,91279,67262,High
24,88,60,19154,109813,90659,Immediate
62,79,25,8786,77845,69059,High
81,9,115,5845,89829,83984,Low
53,3,87,19262,52843,33581,Medium
89,64,29,20560,53127,32567,High
25,16,31,4724,82888,78164,Immediate
0,78,100,20734,120379,99645,Immediate
90,98,91,20361,117824,97463,Immediate
1,93,61,5533,76531,70998,Immediate
76,96,104,5040,98525,93485,Immediate
29,86,45,5839,60346,54507,Immediate
55,82,61,11176,60484,49308,High
79,55,15,8642,77405,68763,High
85,88,3,24015,103143,79128,Immediate
91,45,94,10238,94104,83866,Medium
9,2,19,23609,70873,47264,Immediate
92,1,53,20807,56519,35712,Low
9,67,43,20520,31665,11145,Immediate
23,75,85,16929,113344,96415,Immediate
99,98,9,17285,101918,84633,Immediate
81,72,27,15290,75247,59957,High
72,73,73,22984,112061,89077,High
47,48,43,11275,74785,63510,High
67,73,21,10885,53040,42155,High
77,51,119,6852,79093,72241,Medium
66,3,44,10037,92483,82446,Medium
14,83,8,8745,87828,79083,Immediate
85,72,92,17456,93293,75837,High
64,99,113,13473,109554,96081,Immediate
25,30,51,21216,104994,83778,Immediate
18,94,73,23866,62223,38357,Immediate
44,70,41,9040,32480,23440,High
53,85,84,22724,100603,77879,High
20,86,41,15448,97840,82392,Immediate
28,54,32,22210,121221,99011,Immediate
35,92,112,7254,93427,86173,Immediate
62,51,54,9516,89453,79937,Medium
88,53,90,13568,86896,73328,Medium
86,98,84,17176,63178,46002,Immediate
29,54,94,5062,74606,69544,Immediate
19,70,16,16142,92146,76004,Immediate
64,83,111,9098,51327,42229,High
95,0,94,18375,80872,62497,Low
76,43,50,3091,75606,72515,Medium
92,74,50,17202,102969,85767,High
90,16,3,4981,28899,23918,Immediate
20,32,1,18813,33279,14466,Immediate
55,3,22,11396,100173,88777,Medium
43,56,94,12383,42082,29699,High
89,55,63,23646,117108,93462,Medium
13,89,18,23790,39280,15490,Immediate
55,87,57,23090,50683,27593,Immediate
24,95,70,20922,31070,10148,Immediate
31,1,111,20809,73123,52314,High
98,35,102,22019,99918,77899,Low
94,35,94,4451,55860,51409,Low
43,76,90,13780,78783,65003,High
7,4,96,19333,52547,33214,Immediate
42,9,10,19887,86990,67103,High
59,25,21,21531,41188,19657,Medium
40,29,5,17831,58389,40558,Immediate
10,62,7,4210,78017,73807,Immediate
40,59,72,5843,95714,89871,High
79,62,117,15546,111326,95780,High
54,17,53,8999,102575,93576,Medium
74,60,50,4287,30938,26651,Medium
50,65,41,9037,59611,50574,High
8,77,79,15170,114254,99084,Immediate
12,55,28,14864,113247,98383,Immediate
100,63,70,16878,31764,14886,High
59,55,63,8904,65590,56686,Medium
89,56,75,14997,71343,56346,Medium
66,39,40,14575,108339,93764,Medium
84,98,28,18701,74639,55938,Immediate
45,17,23,10577,91843,81266,High
28,51,110,11695,91372,79677,Immediate
0,62,16,24585,53352,28767,Immediate
82,15,69,17315,112504,95189,Low
33,79,53,10062,72712,62650,High
43,31,107,3732,67947,64215,High
28,17,69,22083,77660,55577,Immediate
36,80,96,14486,88869,74383,High
62,89,12,21577,107616,86039,Immediate
31,83,49,22390,52818,30428,High
58,86,67,6170,105563,99393,Immediate
84,70,118,3918,39613,35695,High
62,65,39,24313,102710,78397,High
14,15,90,7423,60003,52580,Immediate
38,10,88,5595,102652,97057,High
22,76,49,7075,92252,85177,Immediate
43,0,7,21735,73830,52095,High
84,15,48,20357,73279,52922,Low
50,65,31,4800,31992,27192,High
62,13,58,3969,50816,46847,Medium
87,96,98,9611,50266,40655,Immediate
27,3,34,11067,66881,55814,Immediate
69,57,86,11707,74703,62996,Medium
74,44,35,3722,22669,18947,Medium
74,74,117,5586,81047,75461,High
71,97,104,11190,58045,46855,Immediate
83,86,79,15492,77962,62470,Immediate
94,48,110,17413,28181,10768,Medium
90,32,35,8557,61876,53319,Medium
14,68,101,21691,86154,64463,Immediate
21,23,47,16386,114303,97917,Immediate
5,26,10,18817,41141,22324,Immediate
53,96,51,7667,50050,42383,Immediate
50,61,49,13418,54677,41259,High
35,24,36,9988,33743,23755,High
6,64,73,14898,114021,99123,Immediate
93,72,30,18706,90942,72236,High
4,64,107,22058,102142,80084,Immediate
62,92,56,4552,86102,81550,Immediate
50,36,88,19243,83733,64490,Medium
8,37,53,14609,58197,43588,Immediate
74,87,119,18920,50749,31829,Immediate
34,15,13,22179,69163,46984,High
10,86,2,21683,86816,65133,Immediate
18,44,46,7142,61764,54622,Immediate
41,32,108,5472,70118,64646,High
68,85,91,15398,51224,35826,High
18,38,7,16606,35407,18801,Immediate
33,90,44,6774,17032,10258,Immediate
84,33,113,15092,83351,68259,Low
39,11,103,19621,65744,46123,High
47,96,74,4158,73631,69473,Immediate
82,13,81,21134,47920,26786,Low
53,59,109,13494,96520,83026,Medium
33,88,41,8534,89356,80822,Immediate
77,100,52,8651,22203,13552,Immediate
51,94,71,19061,34057,14996,Immediate
56,3,11,24266,73645,49379,High
26,28,18,7093,90753,83660,Immediate
46,88,20,24829,109936,85107,Immediate
48,14,18,4573,27236,22663,High
88,83,22,12202,39842,27640,High
59,96,93,4049,81886,77837,Immediate
95,57,3,19413,65379,45966,Immediate
57,84,6,23877,102108,78231,Immediate
1,17,86,18032,92253,74221,Immediate
99,91,35,13433,40812,27379,Immediate
81,42,73,13715,26346,12631,Medium
7,4,13,16830,51426,34596,Immediate
92,36,45,8043,23159,15116,Medium
47,61,78,4636,56226,51590,High
50,3,86,23919,116937,93018,Medium
33,44,16,3207,21670,18463,High
94,30,13,15671,35147,19476,High
46,38,18,23474,40277,16803,High
1,39,30,10945,79632,68687,Immediate
41,74,53,13420,106283,92863,High
60,91,81,19549,31454,11905,Immediate
43,14,95,18420,55306,36886,High
29,35,113,12305,32683,20378,Immediate
69,28,92,4116,42643,38527,Medium
75,50,80,18981,91438,72457,Medium
72,21,97,23917,42788,18871,Low
6,95,40,20514,113837,93323,Immediate
23,40,51,8030,19411,11381,Immediate
100,82,43,17557,86077,68520,High
93,24,73,4943,63686,58743,Low
42,58,54,20917,37802,16885,High
25,53,61,17045,45825,28780,Immediate
78,43,9,15841,74125,58284,High
78,80,80,24305,74326,50021,High
62,48,107,14365,76037,61672,Medium
53,29,66,23211,121760,98549,Medium
57,56,37,5294,34355,29061,Medium
53,72,69,18089,79382,61293,High
50,14,47,23936,44404,20468,Medium
29,78,20,15464,102063,86599,Immediate
55,24,9,24740,48329,23589,High
76,36,28,22613,50187,27574,Medium
56,4,12,15194,56082,40888,High
62,41,65,10661,85278,74617,Medium
42,59,20,22553,45471,22918,High
97,62,119,14927,55098,40171,High
74,71,35,16608,29289,12681,High
15,79,106,19133,46560,27427,Immediate
55,74,8,7819,41082,33263,High
96,5,92,8127,79580,71453,Low
2,1,22,15512,89234,73722,Immediate
84,69,104,9854,45587,35733,High
49,43,8,20175,117265,97090,High
27,58,69,9098,73032,63934,Immediate
12,52,53,14556,97962,83406,Immediate
65,39,78,11380,92642,81262,Medium
5,24,103,5718,67275,61557,Immediate
79,62,91,11003,110641,99638,High
79,35,7,11532,106333,94801,High
54,71,42,16185,106894,90709,High
3,20,1,3677,29608,25931,Immediate
75,90,14,10886,63910,53024,Immediate
72,46,82,14063,67453,53390,Medium
52,17,69,18151,35225,17074,Medium
45,0,41,23040,86959,63919,High
83,76,40,6722,28431,21709,High
45,47,43,24170,70710,46540,High
41,25,104,11999,77890,65891,High
74,73,52,12072,92306,80234,High
34,39,95,5237,66967,61730,High
13,100,115,20004,79077,59073,Immediate
61,86,90,24814,71845,47031,Immediate
11,64,114,11043,55173,44130,Immediate
22,70,7,21624,86297,64673,Immediate
7,88,42,11284,71674,60390,Immediate
92,0,79,6470,48113,41643,Low
35,95,46,16488,31901,15413,Immediate
8,19,84,16831,116188,99357,Immediate
61,83,35,6628,78984,72356,High
52,53,86,18018,45943,27925,Medium
54,43,91,12923,102286,89363,Medium
62,91,119,8049,23606,15557,Immediate
80,37,60,10987,58775,47788,Medium
39,70,8,21400,97913,76513,High
15,17,59,10397,50480,40083,Immediate
68,77,65,12429,59697,47268,High
76,99,93,18226,93927,75701,Immediate
72,96,86,15219,109913,94694,Immediate
35,5,112,12638,112306,99668,High
8,23,63,3096,56773,53677,Immediate
57,39,116,24110,57345,33235,Medium
31,64,34,9740,84154,74414,High
58,77,26,20045,90878,70833,High
96,12,96,7662,58245,50583,Low
61,21,105,14575,101970,87395,Medium
20,97,49,12309,49322,37013,Immediate
34,26,84,22824,99101,76277,High
39,13,74,10731,79906,69175,High
42,57,3,3910,51380,47470,Immediate
10,38,19,15501,29539,14038,Immediate
55,77,118,3131,56147,53016,High
24,46,99,19688,111506,91818,Immediate
27,87,97,3992,19639,15647,Immediate
86,45,75,21093,95260,74167,Medium
82,33,87,22849,101951,79102,Low
0,65,115,6285,93850,87565,Immediate
16,46,24,17036,101123,84087,Immediate
28,77,72,4757,46842,42085,Immediate
86,12,64,8787,44608,35821,Low
4,73,103,11549,109517,97968,Immediate
74,39,6,17608,76155,58547,Immediate
69,60,111,23937,48193,24256,Medium
68,82,71,18868,35547,16679,High
50,41,19,14722,89300,74578,High
29,37,6,14118,79819,65701,Immediate
10,71,91,18612,39648,21036,Immediate
7,86,93,13319,64862,51543,Immediate
71,44,33,9377,42165,32788,Medium
61,36,17,24221,65978,41757,High
19,21,30,21869,56193,34324,Immediate
